age,type,origin,rarity
107,1,1,1.90374
107,0,1,1.90357
107,4,6,1.90354
107,4,2,1.90354
108,0,2,1.90323
108,4,2,1.90321
108,2,4,1.90305
109,0,2,1.90289
109,2,0,1.90284
109,1,0,1.90276
109,3,3,1.90258
109,0,5,1.90242
110,0,4,1.9024
110,2,4,1.9023
110,2,0,1.90205
110,1,3,1.90191
111,4,5,1.90164
112,1,4,1.90158
113,3,0,1.90158
113,1,3,1.90154
113,1,2,1.90154
113,1,5,1.90154
114,1,0,1.90145
114,0,0,1.90142
114,2,3,1.90142
115,2,0,1.90142
115,0,2,1.90142
115,3,5,1.90113
115,0,4,1.901
115,2,2,1.90065
115,4,3,1.90061
116,2,6,1.90027
117,4,0,1.9002
117,4,1,1.89998
117,1,5,1.89995
117,0,2,1.89995
117,4,4,1.89991
117,4,5,1.89991
117,4,2,1.89982
118,2,0,1.89981
118,4,1,1.89977
118,0,2,1.89964
118,1,0,1.89962
118,2,1,1.89956
119,3,5,1.89949
120,4,1,1.89933
120,0,0,1.89915
120,2,2,1.89914
120,4,0,1.89907
121,1,4,1.89903
122,3,1,1.89878
122,3,4,1.89865
122,4,2,1.8985
122,0,1,1.89846
123,4,3,1.8984
124,2,6,1.89839
124,0,3,1.89839
125,3,6,1.89805
125,1,2,1.89799
125,1,3,1.89796
126,0,1,1.89796
126,3,4,1.89793
127,3,3,1.89786
128,4,5,1.89779
128,3,2,1.89778
129,3,1,1.89764
129,3,4,1.89743
130,2,1,1.89733
130,4,3,1.89731
131,0,4,1.89707
131,3,4,1.89675
132,4,4,1.89672
132,3,6,1.89668
132,2,4,1.89667
133,1,5,1.89663
133,2,5,1.89622
134,3,0,1.89616
134,4,2,1.89572
135,3,3,1.8954
135,2,6,1.89518
135,1,6,1.89518
136,1,4,1.8948
137,2,0,1.89476
137,2,4,1.89466
137,0,3,1.89462
138,0,5,1.89408
139,0,5,1.89391
139,0,2,1.89344
140,2,6,1.89339
140,3,1,1.89293
140,2,0,1.89237
140,0,6,1.89235
140,0,1,1.89208
141,2,2,1.89208
142,4,0,1.89197
142,4,3,1.89195
142,2,1,1.89195
142,0,1,1.89169
142,0,3,1.89168
142,3,6,1.89168
143,2,4,1.89149
143,0,6,1.89121
143,3,5,1.89114
143,4,3,1.89113
145,3,3,1.89046
145,1,1,1.89026
145,0,1,1.89024
145,4,3,1.8902
146,0,5,1.89012
146,2,4,1.89011
146,3,2,1.8899
146,3,3,1.8896
146,3,1,1.88944
146,1,5,1.88933
148,3,2,1.88922
148,0,5,1.88918
148,1,5,1.88914
149,3,5,1.88907
149,2,2,1.88902
149,4,5,1.88872
149,1,6,1.88871
150,1,1,1.88865
150,2,5,1.88855
150,0,3,1.88836
151,0,4,1.88787
151,2,5,1.88748
151,4,6,1.88748
151,3,4,1.88741
151,3,0,1.88739
152,0,6,1.88737
152,3,5,1.88726
152,3,1,1.88723
152,3,2,1.887
153,1,1,1.88698
153,3,4,1.88661
154,4,4,1.88658
154,4,2,1.88626
155,1,2,1.88613
155,4,4,1.88606
155,1,1,1.88601
156,2,0,1.88597
156,1,6,1.88589
156,2,5,1.88572
156,4,6,1.88569
157,0,6,1.88564
157,4,2,1.88529
157,4,1,1.88529
157,0,1,1.8851
158,3,0,1.88502
158,0,1,1.88502
158,1,2,1.88496
158,0,3,1.88493
158,1,5,1.88477
159,3,4,1.88471
159,2,5,1.8847
159,3,6,1.88466
159,0,0,1.88442
160,4,0,1.88437
160,4,3,1.88435
161,0,2,1.88435
161,4,6,1.88429
163,1,6,1.88413
163,3,6,1.8838
163,2,6,1.88347
164,3,2,1.88339
164,0,1,1.88335
165,0,0,1.88325
165,3,2,1.88311
166,0,6,1.88308
166,2,3,1.883
166,3,1,1.88265
168,3,3,1.88259
168,2,3,1.88257
168,3,5,1.88255
168,0,2,1.88255
169,3,3,1.88229
169,4,6,1.88229
169,3,0,1.88224
169,3,5,1.88223
170,1,5,1.88217
170,1,6,1.8821
170,0,2,1.882
170,3,6,1.882
170,3,0,1.88192
171,2,0,1.88191
171,4,5,1.88186
171,1,4,1.88154
171,2,5,1.88126
172,4,3,1.8812
172,2,3,1.88102
172,4,1,1.88062
172,0,1,1.88043
172,1,4,1.8804
173,4,2,1.8804
173,1,5,1.8804
174,1,6,1.87977
174,4,0,1.87972
174,3,3,1.87972
174,1,5,1.8797
175,2,2,1.87963
175,4,5,1.87958
176,4,0,1.87951
176,4,4,1.87929
176,2,2,1.87929
176,1,0,1.87925
177,1,1,1.87925
177,0,5,1.87925
177,0,2,1.87925
178,0,1,1.87909
178,3,0,1.87898
178,1,1,1.87877
178,2,2,1.87874
178,2,4,1.87874
178,3,2,1.87857
179,2,1,1.87856
179,0,4,1.87833
179,3,0,1.87802
179,4,1,1.87799
179,4,5,1.87785
180,0,4,1.87762
180,4,2,1.87755
180,0,2,1.87735
180,4,6,1.87732
181,0,3,1.87718
181,2,3,1.87718
181,1,1,1.8771
182,2,6,1.87703
182,4,3,1.87661
182,2,1,1.87647
183,2,2,1.87618
183,0,5,1.87609
183,4,0,1.87604
184,2,5,1.87597
184,3,6,1.87596
184,0,0,1.87587
184,3,2,1.87584
185,3,3,1.8757
185,2,3,1.87569
185,3,1,1.87569
185,3,5,1.87566
187,3,5,1.87508
187,0,3,1.87504
187,4,5,1.87502
188,1,4,1.87489
188,3,4,1.87424
188,0,4,1.87423
189,3,3,1.87417
189,3,4,1.87385
189,4,5,1.87385
190,2,5,1.87373
190,0,1,1.87358
190,3,6,1.87321
191,3,6,1.87312
191,2,1,1.87312
191,3,2,1.8731
192,4,2,1.8731
192,2,2,1.87308
192,2,1,1.87297
193,0,6,1.87265
193,0,0,1.87256
193,4,5,1.87256
193,3,0,1.87243
194,1,4,1.87239
194,0,0,1.87224
194,0,6,1.87213
195,3,1,1.87177
195,2,2,1.87161
195,3,0,1.87159
196,4,0,1.87136
196,0,2,1.87121
196,2,1,1.8712
196,1,0,1.87095
196,3,0,1.87067
196,0,3,1.87065
197,0,1,1.87062
197,0,2,1.87045
197,4,1,1.87045
198,4,2,1.87045
199,2,6,1.87027
199,2,1,1.87026
199,3,3,1.87026
199,0,2,1.87017
200,1,3,1.86989
200,4,2,1.8697
200,2,2,1.86962
200,0,2,1.86961
200,0,1,1.86961
202,4,5,1.86953
202,4,1,1.86939
203,3,6,1.86916
204,2,5,1.86898
204,4,3,1.86894
204,0,3,1.86886
205,2,0,1.86874
205,1,5,1.86864
205,1,6,1.86861
205,2,3,1.8686
205,4,0,1.86828
206,3,2,1.86803
206,3,0,1.86796
207,1,1,1.86773
207,0,1,1.86758
207,3,6,1.86734
207,0,2,1.86706
208,0,3,1.86706
208,2,1,1.86702
208,3,6,1.86673
209,0,6,1.866
209,0,4,1.8659
210,4,2,1.86574
210,3,4,1.86566
210,3,0,1.86559
211,0,3,1.86513
211,4,2,1.86474
211,1,5,1.86474
211,0,6,1.86467
211,4,5,1.86456
212,3,4,1.86424
212,2,1,1.86422
213,1,0,1.86416
213,1,2,1.86407
213,1,5,1.86406
213,2,5,1.86399
213,0,1,1.86391
213,3,4,1.86388
213,2,4,1.86383
214,2,1,1.86373
214,0,3,1.86361
215,2,6,1.86361
215,2,2,1.86347
216,0,5,1.86328
217,3,1,1.86323
217,3,2,1.8632
218,4,6,1.86312
218,1,6,1.86309
219,0,2,1.86301
220,0,3,1.86285
221,3,3,1.86276
221,2,3,1.86273
221,4,2,1.86259
222,3,0,1.86235
222,2,6,1.86223
223,2,5,1.86221
223,3,3,1.86206
223,3,5,1.86194
224,0,5,1.86159
224,2,2,1.8615
224,3,2,1.8615
224,4,0,1.86146
225,4,2,1.86122
225,1,2,1.86115
225,3,2,1.86075
226,2,2,1.86075
226,4,6,1.86047
226,4,3,1.86047
226,0,1,1.86042
226,0,4,1.86036
227,0,4,1.86035
228,3,4,1.86031
228,2,6,1.86029
228,1,5,1.8602
228,4,2,1.8602
229,2,5,1.86012
229,2,3,1.86011
230,2,0,1.86007
230,2,1,1.85987
232,1,4,1.85983
232,0,1,1.85979
232,1,5,1.85979
233,1,1,1.85969
233,4,2,1.85961
234,2,3,1.85948
235,1,1,1.85943
235,1,3,1.85919
235,4,5,1.85904
236,3,4,1.85896
237,3,6,1.85891
237,4,5,1.85891
237,0,6,1.85888
237,1,6,1.85881
237,2,6,1.8588
238,3,5,1.85863
238,0,5,1.8585
238,3,2,1.85848
239,0,0,1.85836
239,1,2,1.85835
239,1,1,1.85825
239,1,5,1.85817
241,2,1,1.85755
241,0,0,1.8575
241,3,4,1.8575
241,0,4,1.8574
241,0,2,1.85733
242,2,5,1.85728
242,0,0,1.85723
242,0,1,1.85693
242,2,0,1.85664
242,3,1,1.85664
242,4,3,1.8565
243,2,6,1.8565
243,4,4,1.8565
243,1,1,1.8565
244,1,1,1.85605
244,2,3,1.85574
244,2,5,1.85565
245,0,1,1.85525
245,4,6,1.85514
246,0,1,1.85514
246,2,0,1.85512
246,1,1,1.85504
246,3,2,1.85489
247,3,2,1.85489
247,4,6,1.85483
248,3,6,1.85477
248,1,2,1.85447
248,2,6,1.85438
248,0,1,1.85438
249,2,1,1.85426
249,4,1,1.85394
249,4,3,1.85371
249,1,6,1.85339
250,3,4,1.85327
250,2,1,1.85275
250,3,3,1.85272
251,4,4,1.85265
251,4,0,1.85246
251,0,6,1.85217
252,1,3,1.85205
252,3,0,1.852
253,4,0,1.85192
253,0,4,1.85187
253,4,3,1.85186
253,2,4,1.85176
253,1,4,1.85176
253,3,0,1.85169
253,2,2,1.8514
253,4,6,1.85135
253,4,2,1.85135
254,4,1,1.85115
254,0,4,1.85093
254,3,4,1.85089
254,3,1,1.85089
255,0,1,1.85078
255,0,4,1.85073
256,2,0,1.85073
257,3,2,1.8506
257,3,3,1.85051
257,0,2,1.8503
257,0,6,1.85029
257,0,0,1.85019
258,1,2,1.85018
258,4,1,1.85
258,4,0,1.84988
258,3,6,1.84987
258,2,1,1.84976
258,2,0,1.84972
259,2,0,1.84964
259,2,1,1.84956
259,4,0,1.84949
259,4,6,1.84939
259,0,0,1.84938
260,1,2,1.84932
260,4,2,1.84924
260,0,1,1.84903
260,3,1,1.84888
260,1,3,1.84888
260,2,6,1.84886
261,1,4,1.84883
261,0,4,1.84852
262,2,4,1.84848
262,4,1,1.84846
262,0,3,1.84838
263,0,1,1.84836
263,2,0,1.84832
263,4,6,1.84832
264,1,6,1.84832
264,4,3,1.84807
264,3,5,1.84792
264,3,1,1.84788
264,1,2,1.84787
264,4,6,1.84787
265,1,5,1.84786
265,4,6,1.84777
265,0,6,1.84756
265,1,1,1.84753
265,0,2,1.84751
265,0,5,1.84749
266,3,2,1.84734
266,0,5,1.8473
266,4,0,1.8473
268,1,6,1.8473
268,4,6,1.84728
268,0,3,1.84715
268,4,4,1.84684
269,4,6,1.84683
269,1,1,1.84671
269,0,0,1.84671
270,1,1,1.84666
270,2,5,1.84613
270,0,6,1.84613
270,3,5,1.84582
271,3,6,1.8458
271,1,0,1.84573
271,0,6,1.8456
271,4,1,1.84557
272,0,1,1.8453
272,4,6,1.84496
272,1,3,1.84489
272,0,3,1.84489
272,4,3,1.84439
273,4,6,1.84427
273,4,3,1.84416
273,1,0,1.84383
274,0,6,1.84368
274,1,5,1.84356
275,1,3,1.8433
275,3,5,1.84322
275,4,4,1.8432
275,2,5,1.84289
276,2,5,1.84268
276,1,2,1.8426
276,4,2,1.84252
276,0,3,1.84226
276,1,6,1.8422
276,0,6,1.84215
276,3,5,1.84203
277,3,6,1.84197
277,3,3,1.84166
277,2,3,1.84156
277,0,2,1.84121
277,3,4,1.84111
277,1,0,1.8408
278,1,1,1.84067
278,0,2,1.84058
278,4,6,1.84043
279,1,0,1.84042
279,4,6,1.84022
279,1,3,1.83961
279,4,5,1.83942
280,1,5,1.83928
280,1,3,1.83918
280,2,3,1.83918
281,4,4,1.83918
281,4,2,1.83914
281,1,4,1.83887
281,3,0,1.83885
281,3,2,1.83877
283,4,6,1.83877
283,1,6,1.83864
283,1,3,1.83856
284,1,0,1.83788
285,1,1,1.83788
285,1,2,1.83782
286,2,6,1.83772
286,1,6,1.83765
286,1,2,1.83763
287,2,1,1.83749
287,4,2,1.8372
287,2,2,1.83702
287,1,4,1.83701
287,0,5,1.83676
288,1,5,1.83664
288,2,6,1.83658
288,1,3,1.83646
289,4,4,1.83631
289,3,4,1.83628
289,3,0,1.83621
289,0,5,1.836
289,1,0,1.83599
289,4,5,1.83598
290,1,3,1.83592
292,0,1,1.83559
294,4,5,1.83551
294,2,2,1.8354
294,4,3,1.83535
295,2,1,1.83534
295,4,6,1.83526
295,1,5,1.8352
295,4,1,1.83518
295,1,0,1.83508
296,0,2,1.83496
296,0,0,1.83486
296,2,3,1.83475
296,0,1,1.83464
296,2,4,1.83464
298,1,2,1.83442
298,3,4,1.83434
298,4,6,1.83404
298,3,3,1.83404
299,3,4,1.83404
299,4,4,1.8334
299,4,3,1.83336
300,3,5,1.8333
300,1,5,1.8333
300,0,4,1.833
301,4,4,1.83299
301,1,5,1.83299
301,3,3,1.83298
301,1,3,1.83271
302,2,1,1.83263
302,3,2,1.83243
302,1,6,1.83238
302,3,4,1.8323
303,4,5,1.83208
303,4,3,1.83183
304,3,4,1.83183
305,2,6,1.83183
305,4,3,1.8318
305,3,4,1.83173
305,1,6,1.83149
306,4,6,1.83144
306,2,6,1.83144
307,0,2,1.83116
308,3,0,1.83099
308,4,2,1.83082
309,0,3,1.83081
309,3,1,1.83067
310,2,5,1.83062
310,4,6,1.83034
310,4,5,1.83021
310,2,3,1.83021
311,4,2,1.83021
311,0,0,1.82998
313,0,4,1.82986
313,0,2,1.82986
313,1,1,1.82984
313,1,5,1.82984
313,4,3,1.82979
314,3,3,1.82979
314,1,0,1.82979
314,1,6,1.82979
314,3,2,1.82979
314,2,0,1.82977
315,1,5,1.82974
315,4,3,1.82962
315,2,1,1.82954
316,1,6,1.8295
316,1,5,1.82929
317,3,2,1.82909
317,2,3,1.82909
317,3,5,1.82904
317,1,0,1.82871
317,0,6,1.82862
317,0,0,1.82853
317,1,5,1.82853
317,1,4,1.8285
318,0,5,1.82841
318,2,4,1.82839
318,0,4,1.82826
318,1,1,1.82826
319,3,4,1.82807
319,2,4,1.82807
319,1,3,1.82796
319,1,5,1.82761
319,1,0,1.82739
319,1,6,1.82731
320,0,4,1.82728
320,3,1,1.82714
320,1,2,1.82711
321,1,5,1.82708
321,2,6,1.82698
321,4,4,1.82671
321,4,2,1.82668
321,3,3,1.82645
321,3,6,1.82642
322,3,2,1.82637
322,4,6,1.82633
322,2,6,1.82621
322,2,1,1.8261
322,4,5,1.82606
322,1,2,1.82574
323,1,1,1.82562
323,2,3,1.82551
323,1,0,1.82545
324,3,6,1.82541
324,4,5,1.8254
324,0,4,1.8254
325,0,3,1.82537
325,2,2,1.8253
325,3,3,1.82528
325,3,5,1.82524
325,3,0,1.8249
325,0,5,1.8249
325,2,3,1.82478
325,1,5,1.82461
326,2,0,1.82455
326,4,6,1.82436
326,3,1,1.82431
326,0,0,1.8243
327,0,2,1.82407
327,4,2,1.82391
327,0,5,1.82391
327,3,4,1.82367
327,1,4,1.82358
328,1,0,1.82339
328,3,6,1.82308
328,4,1,1.82303
328,1,4,1.82277
328,0,4,1.82266
328,1,2,1.82266
329,3,6,1.82258
329,2,6,1.82247
329,4,1,1.82223
329,2,2,1.8221
330,3,5,1.82206
330,4,4,1.82197
330,0,4,1.82197
330,0,0,1.82171
330,2,3,1.82165
330,2,5,1.82165
331,1,0,1.82157
331,2,4,1.82155
332,2,2,1.82151
332,3,2,1.82147
332,3,1,1.82131
333,0,0,1.8213
333,1,1,1.8213
333,2,2,1.82105
334,3,3,1.82105
334,2,1,1.82097
334,3,5,1.82095
336,1,3,1.82094
336,0,0,1.82092
336,4,4,1.82092
337,0,0,1.82092
337,0,6,1.82085
338,0,4,1.82085
338,2,5,1.82064
338,2,2,1.8206
339,3,4,1.82053
340,2,6,1.82052
340,4,2,1.82049
340,1,3,1.82032
341,1,3,1.82025
341,0,4,1.82019
342,2,1,1.82017
342,0,1,1.82001
342,1,5,1.81976
343,0,6,1.81973
343,0,0,1.8192
343,3,1,1.81909
344,3,2,1.81902
344,4,5,1.81901
344,2,4,1.81901
345,3,6,1.81893
345,1,6,1.81893
346,0,4,1.81893
346,2,2,1.81893
346,4,1,1.81887
346,0,1,1.81882
346,1,1,1.81881
347,0,2,1.81855
348,4,0,1.81849
348,4,1,1.81847
349,2,2,1.81831
349,3,4,1.8183
349,3,0,1.81805
349,0,4,1.81805
349,4,3,1.81804
350,1,6,1.81799
350,1,0,1.81796
351,2,0,1.81791
351,0,1,1.81781
351,2,4,1.81744
352,1,5,1.81742
352,2,3,1.81715
352,1,6,1.81697
353,1,1,1.81695
353,1,5,1.81695
353,4,0,1.81693
353,3,0,1.81693
354,3,3,1.81686
354,1,5,1.81677
355,1,3,1.81663
355,4,5,1.81646
355,3,4,1.81641
357,0,2,1.81629
357,2,2,1.81625
357,2,4,1.81619
358,3,3,1.81614
358,2,0,1.8161
358,1,1,1.81602
358,2,4,1.81595
359,3,0,1.81595
360,2,5,1.81592
360,3,1,1.81551
360,1,0,1.81545
360,3,3,1.81545
360,4,5,1.81541
361,2,2,1.81539
361,2,6,1.81533
361,0,4,1.81523
362,0,5,1.81519
362,1,1,1.81477
362,1,3,1.81475
362,4,0,1.81468
362,3,1,1.81464
363,1,3,1.81442
363,3,5,1.81434
364,3,0,1.81434
364,4,6,1.81408
365,3,0,1.81408
365,0,2,1.81404
365,4,5,1.81396
365,2,4,1.81394
366,4,6,1.81376
366,2,3,1.81361
367,4,4,1.81331
368,2,2,1.81331
368,0,2,1.81311
368,0,6,1.81298
369,2,3,1.81253
369,2,0,1.81244
370,4,1,1.81234
371,1,5,1.8122
371,1,6,1.81219
371,3,1,1.81212
371,2,6,1.81191
372,1,0,1.81177
372,3,0,1.81177
372,1,4,1.81147
372,4,2,1.81147
374,4,0,1.81139
374,1,1,1.81127
374,3,2,1.81125
374,4,3,1.81109
374,0,3,1.81096
375,3,4,1.81093
375,2,0,1.81091
375,3,5,1.81087
375,2,4,1.81079
375,2,5,1.81078
376,3,2,1.81076
376,0,4,1.81068
376,2,3,1.81064
376,3,5,1.81058
377,1,6,1.81055
378,1,4,1.81044
379,1,6,1.8103
379,4,0,1.81012
379,4,1,1.81003
379,2,2,1.80998
379,1,1,1.80995
379,3,2,1.80995
379,2,4,1.80966
380,3,3,1.80946
380,0,4,1.8092
380,3,5,1.8092
381,4,6,1.80916
381,4,5,1.80901
381,1,4,1.80868
382,3,2,1.80865
382,4,2,1.80863
382,4,5,1.80855
383,4,4,1.80835
384,3,2,1.80795
385,1,5,1.8076
385,2,3,1.80758
385,0,4,1.80748
386,1,1,1.80707
386,3,2,1.80699
386,4,3,1.80686
387,0,1,1.80682
387,0,6,1.80665
387,1,1,1.80658
387,2,6,1.80651
387,2,4,1.80651
387,3,5,1.8065
388,3,3,1.8065
388,4,4,1.8065
388,0,0,1.80618
388,0,6,1.80618
389,3,0,1.80601
389,2,4,1.80595
389,3,4,1.80569
389,1,1,1.80566
389,0,6,1.80562
390,2,2,1.80547
391,4,1,1.80545
391,3,3,1.80539
391,2,1,1.80538
391,2,0,1.80521
392,3,3,1.80503
392,2,2,1.80503
392,4,3,1.80501
393,0,6,1.80485
393,1,4,1.8047
394,3,0,1.80465
395,1,1,1.80464
397,0,1,1.80458
397,1,4,1.80454
397,2,5,1.80452
397,4,0,1.80426
397,2,0,1.80426
397,1,1,1.80409
397,4,3,1.80394
397,1,6,1.80394
398,0,2,1.80384
398,2,4,1.80381
398,4,2,1.80377
398,0,6,1.80363
398,3,4,1.80355
399,1,3,1.80352
399,4,1,1.80351
399,4,2,1.80328
400,0,4,1.80326
401,3,2,1.80326
401,1,1,1.80326
401,4,6,1.80322
402,3,3,1.80302
402,4,3,1.80299
402,3,2,1.80277
402,2,4,1.80167
402,2,1,1.8016
403,3,5,1.8016
403,0,1,1.80157
403,4,2,1.80148
403,2,0,1.80142
403,3,4,1.80135
403,4,3,1.80121
