age,type,origin,rarity
39,0,1,0.966357
39,1,2,0.966357
39,1,0,0.966383
39,0,4,0.966501
40,0,6,0.966559
40,3,1,0.96662
40,3,4,0.966663
40,1,5,0.966827
40,2,3,0.966827
41,4,2,0.966842
41,0,3,0.966842
41,0,4,0.966928
41,4,4,0.967015
41,4,0,0.967072
42,1,1,0.967157
42,4,4,0.967178
42,3,1,0.967211
42,3,4,0.967297
42,1,5,0.967322
42,0,1,0.967585
42,3,3,0.967618
42,1,3,0.967647
43,0,0,0.967708
43,0,3,0.9678
43,2,2,0.967827
43,4,0,0.967868
44,1,6,0.967947
44,2,5,0.968043
44,0,0,0.968112
44,4,0,0.968124
45,1,6,0.968124
45,3,2,0.968124
46,1,5,0.968184
46,2,5,0.968186
46,2,1,0.968227
46,0,0,0.968274
47,1,6,0.968281
47,2,0,0.968288
47,3,5,0.968364
47,4,6,0.968364
48,1,1,0.968384
48,2,2,0.968427
48,2,5,0.968452
48,3,1,0.968477
48,3,2,0.968548
49,1,2,0.968563
49,0,6,0.968645
49,1,6,0.968726
49,3,6,0.968754
49,0,0,0.968764
49,3,4,0.968803
49,3,2,0.968806
50,2,1,0.969061
50,1,3,0.969162
50,3,5,0.969162
50,1,0,0.969288
50,2,4,0.969303
51,0,2,0.969326
51,3,6,0.96948
51,1,0,0.969482
51,1,2,0.969484
52,2,3,0.969508
52,1,2,0.96971
53,0,0,0.969763
53,2,6,0.969811
53,0,6,0.969811
54,0,1,0.969954
54,4,5,0.970026
54,3,6,0.970066
54,2,5,0.970066
54,1,5,0.970098
55,2,3,0.970219
55,0,1,0.970281
55,2,6,0.970285
55,0,3,0.970358
56,4,6,0.970439
56,4,5,0.970448
56,1,3,0.970457
56,3,4,0.970546
56,1,6,0.97062
57,1,0,0.970663
57,4,1,0.970739
57,2,2,0.970806
57,4,5,0.970807
58,4,3,0.970834
58,3,1,0.970878
58,4,2,0.970969
58,4,6,0.970988
58,1,5,0.971067
58,3,6,0.971086
58,3,5,0.971086
58,2,2,0.971202
59,2,5,0.971306
59,1,0,0.971396
59,0,2,0.971419
59,4,2,0.971491
60,4,0,0.971493
60,2,0,0.97152
61,1,1,0.97164
61,2,3,0.971677
61,3,3,0.971737
61,0,1,0.971849
62,0,4,0.971875
62,2,4,0.971921
62,4,2,0.971961
62,4,1,0.971986
62,3,3,0.972029
62,0,3,0.972129
62,1,2,0.972297
62,4,3,0.972354
62,0,5,0.972354
63,1,3,0.972499
63,4,6,0.972665
63,2,5,0.972669
63,3,2,0.972709
64,2,2,0.972709
64,4,3,0.972723
64,3,1,0.972746
65,3,2,0.972755
65,1,5,0.972759
65,2,4,0.972784
65,2,3,0.972815
65,0,0,0.97286
65,1,0,0.972944
65,0,6,0.973018
65,1,4,0.973073
65,3,4,0.973196
65,4,0,0.973205
66,4,0,0.973444
66,2,3,0.973574
66,3,3,0.973578
67,4,3,0.973615
67,1,0,0.973615
67,4,1,0.97367
67,1,5,0.973679
67,2,3,0.973684
67,3,3,0.973773
68,2,2,0.973799
68,1,5,0.973874
68,2,0,0.973925
69,4,2,0.974041
69,4,4,0.974047
69,2,6,0.974088
69,3,0,0.974095
70,3,6,0.974118
70,4,6,0.974125
71,0,5,0.974135
71,3,3,0.974231
71,1,6,0.974234
71,2,5,0.974303
71,0,2,0.974356
71,4,0,0.974411
71,0,1,0.974473
72,0,0,0.974489
72,4,2,0.974489
73,1,1,0.974492
73,4,1,0.974552
73,4,5,0.974608
73,0,2,0.974622
74,1,0,0.974719
74,2,3,0.974719
75,2,5,0.974779
75,3,0,0.974915
75,0,1,0.974922
76,2,0,0.974929
76,4,4,0.974936
76,0,0,0.974959
76,2,5,0.974982
76,2,6,0.974982
76,3,6,0.975042
76,3,0,0.975172
76,2,1,0.97518
77,1,2,0.975215
77,4,5,0.975268
77,3,2,0.975301
77,3,1,0.975301
77,3,6,0.97531
77,2,5,0.975346
77,3,0,0.975471
77,2,2,0.975567
78,1,3,0.975635
78,2,3,0.975655
78,1,0,0.975729
78,0,1,0.975779
78,1,6,0.975805
79,3,0,0.975808
79,2,5,0.975872
79,0,5,0.976031
79,1,6,0.976054
79,2,0,0.976093
80,0,1,0.976176
80,0,5,0.976211
80,1,5,0.976211
80,4,6,0.976244
80,2,5,0.976285
80,2,2,0.976295
81,0,2,0.976348
81,3,1,0.976413
81,4,6,0.976415
81,3,4,0.976444
81,1,0,0.976444
81,1,2,0.976505
82,0,1,0.976521
82,0,6,0.976521
82,4,3,0.976521
82,3,3,0.976593
82,1,0,0.97665
83,1,6,0.976692
83,2,6,0.97681
83,4,3,0.976829
84,1,0,0.976844
84,2,2,0.976884
84,1,2,0.976945
84,2,3,0.977057
84,1,5,0.977101
84,3,4,0.977105
85,3,6,0.977137
85,2,2,0.977148
85,4,6,0.97716
85,2,3,0.977186
86,4,6,0.977204
86,1,1,0.977233
86,1,3,0.977242
87,3,3,0.977242
87,1,2,0.977254
87,2,3,0.977323
87,0,6,0.977323
87,4,6,0.977329
88,2,0,0.97735
88,4,1,0.977401
88,0,4,0.977427
88,2,3,0.97744
88,3,5,0.977558
89,2,3,0.97757
89,4,3,0.977685
89,1,5,0.977755
89,1,3,0.977764
89,0,0,0.977819
90,4,3,0.977957
90,0,6,0.977957
90,0,5,0.977973
90,4,6,0.97799
90,3,0,0.978027
90,1,2,0.978045
90,0,1,0.978055
90,0,4,0.978329
90,2,2,0.978334
91,1,6,0.978343
91,0,2,0.978343
91,3,3,0.978348
91,2,5,0.978466
92,4,6,0.978495
92,3,4,0.978513
92,0,4,0.978536
93,1,5,0.978557
93,4,5,0.978648
93,3,4,0.978653
93,3,6,0.978756
93,0,0,0.978823
93,4,2,0.978922
94,3,6,0.978924
94,0,2,0.978975
94,2,1,0.978994
94,4,6,0.979015
95,1,5,0.97904
95,4,4,0.979044
95,3,6,0.979059
95,0,1,0.979062
95,1,6,0.979159
95,0,2,0.979218
95,3,2,0.97926
95,0,3,0.97926
96,4,2,0.979269
96,1,6,0.979284
97,1,1,0.979284
97,3,3,0.979291
97,0,4,0.979328
97,4,2,0.979328
98,3,2,0.979328
98,1,0,0.97934
98,0,3,0.979345
98,2,3,0.979387
99,1,0,0.979407
99,1,3,0.979425
99,3,0,0.979431
99,2,1,0.979433
99,0,6,0.979433
100,4,0,0.979433
100,4,3,0.979467
100,1,6,0.979505
100,2,5,0.979521
100,4,2,0.979522
100,4,6,0.979522
100,4,1,0.979563
101,3,0,0.979586
101,1,5,0.979652
101,0,6,0.979665
101,4,0,0.979677
101,1,2,0.979694
102,3,5,0.979747
102,3,0,0.979753
102,1,5,0.979865
102,2,2,0.979882
103,4,3,0.979898
103,3,3,0.979918
103,0,4,0.979918
103,0,0,0.979924
103,4,2,0.979948
103,4,4,0.979951
104,4,4,0.979951
104,0,0,0.979951
104,1,1,0.979961
104,2,3,0.979981
105,4,5,0.980033
105,0,4,0.980047
105,3,2,0.980077
105,1,3,0.98018
106,3,1,0.980185
106,3,4,0.980234
106,2,2,0.980234
106,0,5,0.980243
106,3,6,0.980243
106,4,1,0.98026
106,0,3,0.98029
106,1,2,0.98033
107,4,4,0.980442
107,3,3,0.980462
107,4,5,0.980516
107,3,4,0.980606
108,3,4,0.980612
108,1,1,0.980616
108,3,0,0.980618
108,0,4,0.980618
108,0,3,0.980633
109,4,0,0.980652
109,2,3,0.980653
109,3,2,0.980697
109,2,6,0.98074
110,3,0,0.980777
110,0,2,0.980811
110,3,2,0.980813
111,3,6,0.980828
111,0,2,0.980863
112,0,3,0.980864
112,4,0,0.980873
112,0,6,0.980885
112,2,0,0.980928
112,0,1,0.980933
113,0,2,0.981073
113,3,3,0.981073
113,2,3,0.981094
113,2,5,0.981094
113,0,3,0.981104
113,2,2,0.981109
113,1,1,0.981144
113,0,5,0.981176
114,1,6,0.9812
114,4,0,0.981203
114,3,6,0.98122
114,1,5,0.981245
114,0,6,0.981245
115,2,1,0.981248
115,2,0,0.98125
115,4,0,0.98125
115,3,5,0.981259
116,2,3,0.981293
116,2,6,0.981297
116,1,4,0.981311
116,3,5,0.981328
117,1,5,0.981344
117,0,0,0.981395
117,1,4,0.981433
117,4,5,0.981436
118,3,3,0.981448
118,0,1,0.981466
118,0,0,0.981501
118,1,2,0.981526
118,3,1,0.981526
119,3,1,0.981552
119,3,4,0.981562
119,3,6,0.981594
120,1,0,0.98162
120,4,5,0.981622
120,3,0,0.981626
121,1,6,0.981647
121,1,5,0.981658
121,1,0,0.981658
122,1,5,0.981696
122,2,1,0.981709
122,1,2,0.981731
122,0,2,0.981733
123,1,4,0.981746
123,3,6,0.981755
123,2,2,0.981799
123,2,0,0.981799
123,1,0,0.981825
123,4,0,0.98183
123,1,6,0.981862
123,4,5,0.98192
124,0,1,0.981936
124,1,3,0.981956
124,3,6,0.981956
124,4,2,0.981972
126,1,4,0.981975
126,4,5,0.981984
127,3,2,0.982022
127,3,4,0.982028
127,4,5,0.982035
127,4,1,0.982035
127,3,6,0.982042
128,2,6,0.982076
128,3,6,0.982116
128,4,2,0.982119
128,4,0,0.982119
128,0,6,0.982149
129,1,2,0.98215
130,4,0,0.982153
130,1,3,0.982174
130,2,1,0.982193
130,0,0,0.982244
130,4,2,0.982261
131,2,1,0.982286
131,0,5,0.982286
132,1,2,0.982286
132,1,6,0.982295
132,0,1,0.982381
132,1,1,0.982386
133,0,1,0.982438
133,2,2,0.982468
133,1,5,0.982468
133,1,0,0.982546
134,2,5,0.982552
134,3,1,0.98256
134,3,3,0.982597
134,0,4,0.982607
134,4,1,0.982608
134,0,1,0.982723
135,3,0,0.982726
135,1,5,0.982741
135,1,3,0.982781
135,3,5,0.9828
135,1,4,0.982833
136,2,3,0.982834
136,4,1,0.982844
136,3,6,0.982846
136,3,0,0.982847
137,1,3,0.982855
137,3,1,0.98286
137,1,5,0.98293
137,4,6,0.982942
138,2,3,0.982974
138,1,5,0.982975
138,0,2,0.982991
138,2,0,0.982994
138,0,4,0.983004
139,1,6,0.983012
139,0,1,0.983017
139,2,6,0.983017
139,0,4,0.983038
139,4,4,0.983038
139,3,3,0.983047
139,0,5,0.983047
139,2,0,0.983047
139,4,5,0.983048
140,4,5,0.983151
140,1,4,0.983157
140,3,1,0.983173
140,1,3,0.983192
140,4,3,0.983192
140,3,0,0.98326
141,2,5,0.983298
141,3,5,0.983304
141,4,5,0.983304
142,2,2,0.98332
142,3,1,0.983348
142,2,5,0.983382
142,3,3,0.983382
143,0,5,0.983453
143,4,0,0.983453
143,1,1,0.983455
144,4,1,0.983464
144,2,1,0.983464
144,3,2,0.983475
144,2,3,0.983478
144,3,1,0.983489
145,0,3,0.983489
145,4,5,0.983489
145,1,0,0.983489
145,2,1,0.983508
145,4,2,0.98352
145,2,0,0.983523
145,2,3,0.98353
146,2,5,0.98353
146,2,0,0.98353
146,1,3,0.983541
146,2,3,0.983561
146,1,4,0.983573
146,4,1,0.983603
147,1,5,0.983605
147,1,1,0.983615
147,3,3,0.983621
147,0,6,0.983644
147,2,4,0.983666
148,4,0,0.98367
148,0,0,0.983672
148,0,1,0.983672
148,0,5,0.983682
149,1,3,0.983688
149,0,2,0.983688
149,2,1,0.983693
150,0,1,0.9837
150,2,3,0.983709
150,2,5,0.983718
151,0,5,0.983742
151,2,0,0.983755
151,2,2,0.983758
151,3,6,0.983772
151,4,0,0.98383
152,0,0,0.98383
152,0,4,0.983837
152,0,1,0.983838
152,1,6,0.983852
152,4,3,0.983863
153,3,0,0.98387
153,2,5,0.983873
153,1,5,0.983873
153,0,2,0.983904
153,3,4,0.983924
153,4,0,0.983935
154,2,5,0.983938
154,3,2,0.983938
155,3,2,0.983977
155,0,6,0.984006
155,2,2,0.984056
155,1,3,0.984058
155,3,1,0.98408
155,1,2,0.98408
156,0,3,0.984091
156,4,0,0.9841
157,1,0,0.984105
157,1,5,0.984108
157,2,5,0.984109
157,2,2,0.984109
157,1,4,0.984111
158,4,0,0.984174
158,3,5,0.984191
158,3,0,0.984191
158,0,0,0.984221
158,0,6,0.98423
158,2,1,0.984247
159,2,0,0.984247
159,0,5,0.984254
159,3,5,0.984283
159,0,3,0.984284
160,2,3,0.984284
160,2,1,0.984288
160,0,4,0.984288
160,4,0,0.984307
161,2,6,0.984325
161,4,1,0.984326
161,3,6,0.984347
161,0,0,0.984356
161,3,4,0.984382
162,1,5,0.984441
162,2,2,0.984441
162,4,0,0.984464
162,2,5,0.984464
163,1,6,0.984464
163,4,0,0.984479
163,1,3,0.984479
163,2,4,0.984502
163,4,1,0.984502
163,0,4,0.98456
164,2,3,0.984565
165,0,3,0.98461
165,1,1,0.984643
165,0,4,0.984699
165,2,1,0.98472
165,1,0,0.98474
165,0,0,0.984767
166,0,5,0.984771
166,4,3,0.984771
166,1,3,0.984771
166,3,3,0.984781
166,2,0,0.984797
166,2,1,0.984891
166,0,6,0.984924
166,2,2,0.984924
167,4,4,0.984945
167,4,1,0.984958
167,4,2,0.984985
167,4,5,0.984985
167,2,6,0.984989
167,1,0,0.984989
168,1,6,0.985006
168,4,2,0.985012
168,4,1,0.985032
168,4,3,0.985036
169,4,1,0.985105
169,4,0,0.98514
169,2,0,0.985156
169,3,6,0.985158
170,2,6,0.985158
170,2,5,0.985164
170,3,2,0.985166
170,3,0,0.985182
170,0,5,0.985184
170,2,4,0.985184
171,4,0,0.985184
171,2,0,0.985192
171,2,5,0.985215
171,0,6,0.985223
172,4,6,0.985223
172,1,1,0.985223
172,4,5,0.985232
172,2,4,0.985232
173,1,2,0.985262
174,4,3,0.985281
174,3,0,0.985281
175,1,1,0.9853
175,1,0,0.9853
175,0,4,0.985331
176,0,3,0.985462
176,3,5,0.985611
176,2,0,0.98563
177,1,5,0.985641
177,3,6,0.985644
177,0,1,0.985649
177,3,3,0.98566
177,4,3,0.98566
177,0,2,0.98566
177,3,4,0.98567
178,4,2,0.98569
178,3,1,0.985693
178,0,2,0.985702
179,3,3,0.985704
179,4,1,0.985716
179,0,0,0.985716
179,1,0,0.985742
180,1,0,0.985771
180,2,5,0.985781
180,1,1,0.985814
180,4,2,0.985829
180,4,1,0.985848
180,1,6,0.985854
180,0,0,0.985854
180,3,5,0.985872
180,4,4,0.985887
181,0,6,0.985889
181,1,3,0.9859
182,2,2,0.985917
182,4,4,0.985917
182,4,0,0.985921
182,0,0,0.985921
182,3,0,0.985933
182,4,6,0.985957
183,1,5,0.985966
183,0,0,0.985966
183,1,4,0.98598
183,3,1,0.985998
184,4,1,0.98601
184,0,6,0.986036
184,1,5,0.986041
184,0,3,0.986049
185,3,4,0.986049
185,4,1,0.986089
185,0,0,0.986094
185,1,1,0.986112
185,2,5,0.986112
185,0,3,0.986127
185,1,5,0.986161
185,0,5,0.986255
185,0,4,0.986282
186,3,4,0.986289
186,2,1,0.986296
187,1,0,0.986324
187,2,6,0.986354
187,3,3,0.986418
187,3,0,0.986418
187,3,2,0.986419
187,4,5,0.986474
187,2,5,0.986481
188,0,4,0.986486
188,4,2,0.986512
188,3,1,0.986545
188,4,5,0.986545
188,3,5,0.986578
188,2,4,0.986639
188,3,4,0.986651
189,3,0,0.986667
189,4,0,0.9867
189,0,4,0.986739
190,4,5,0.986813
190,3,1,0.986858
190,0,4,0.986935
190,1,6,0.986935
190,1,2,0.98694
191,0,6,0.986965
191,2,2,0.986985
191,0,0,0.987005
191,4,3,0.987054
191,4,2,0.987063
192,3,5,0.987123
192,3,1,0.987148
192,1,3,0.987148
192,1,0,0.987156
193,3,1,0.987157
193,2,0,0.987159
193,4,5,0.987185
193,0,2,0.987185
193,3,3,0.987187
193,2,1,0.9872
193,4,3,0.987323
194,0,6,0.98739
194,2,5,0.987393
194,0,3,0.987409
194,3,4,0.98741
194,2,4,0.987421
194,3,3,0.987453
195,1,5,0.987453
195,4,4,0.987461
195,1,0,0.987513
196,2,4,0.987517
196,2,2,0.987535
196,1,5,0.98761
196,1,0,0.987657
196,0,0,0.987716
197,2,6,0.987758
197,0,1,0.987782
198,4,4,0.9878
198,0,4,0.987806
198,3,0,0.987807
198,0,3,0.987807
199,0,4,0.987835
199,0,0,0.987843
199,3,2,0.987853
199,4,0,0.98787
200,4,3,0.98787
200,4,2,0.98787
200,3,4,0.98787
200,4,4,0.98787
200,0,2,0.987901
200,2,4,0.987903
201,0,2,0.987921
201,2,2,0.987933
201,0,6,0.987933
201,1,6,0.987939
201,3,3,0.987956
201,0,3,0.987997
201,3,0,0.988036
202,2,4,0.988047
202,0,2,0.988069
202,4,5,0.988083
202,0,4,0.988083
202,3,1,0.988094
202,0,6,0.988149
202,0,5,0.988167
203,1,6,0.988167
203,3,2,0.988171
203,4,2,0.98819
204,2,2,0.988226
204,3,1,0.988232
204,2,4,0.988232
204,4,6,0.988232
205,3,6,0.988259
205,0,3,0.988289
205,3,0,0.988289
205,1,0,0.988329
206,3,5,0.988358
206,4,6,0.988358
206,3,0,0.988425
206,2,3,0.988438
207,1,0,0.988452
207,3,4,0.988452
207,1,5,0.988483
208,2,4,0.988483
208,4,4,0.988496
209,4,6,0.988517
209,2,0,0.988554
209,0,5,0.988566
210,4,4,0.988601
210,2,1,0.988651
210,2,2,0.988652
210,1,6,0.988667
211,0,5,0.988667
211,1,6,0.988671
211,4,5,0.988701
211,2,4,0.988711
211,4,2,0.988829
211,0,4,0.98883
211,1,3,0.98883
211,1,4,0.988842
211,3,0,0.988846
211,3,5,0.988856
211,4,4,0.988856
212,1,2,0.988869
212,1,6,0.988873
212,3,3,0.988905
212,0,5,0.989067
212,1,4,0.989091
212,0,4,0.989091
212,0,3,0.989109
213,3,2,0.989135
213,2,5,0.989148
213,3,5,0.989163
214,0,4,0.989275
214,4,5,0.989345
214,2,4,0.989367
214,1,2,0.98937
214,2,0,0.989381
214,0,3,0.989407
214,4,0,0.989438
214,2,3,0.989454
214,4,1,0.989495
214,3,4,0.989513
215,3,0,0.989522
215,3,4,0.989522
215,1,2,0.989601
215,4,0,0.989601
215,2,6,0.989614
215,2,4,0.989693
215,3,5,0.989693
216,3,0,0.989757
216,4,2,0.989834
216,2,1,0.989948
217,2,1,0.989976
217,4,1,0.989977
217,4,4,0.989992
218,3,4,0.990051
218,3,5,0.990058
218,4,3,0.990067
218,2,4,0.990067
218,3,6,0.990067
219,2,0,0.99008
219,0,2,0.99009
220,4,4,0.990102
220,3,3,0.99012
220,1,6,0.990123
220,3,5,0.990145
220,2,6,0.990154
220,0,4,0.990169
221,3,5,0.990192
221,0,0,0.990193
221,1,1,0.990198
221,2,3,0.990222
222,3,4,0.990225
222,0,6,0.990238
222,0,0,0.990244
222,1,6,0.990266
223,4,3,0.990294
223,1,5,0.990294
223,4,5,0.990294
223,0,2,0.990313
223,0,0,0.990313
223,3,4,0.990313
223,1,3,0.990316
223,4,4,0.990324
223,0,3,0.990339
224,0,1,0.99042
224,1,6,0.990423
225,2,1,0.990423
225,2,0,0.990457
225,4,3,0.990461
225,2,2,0.990475
225,2,3,0.99052
226,2,6,0.990572
226,3,6,0.990613
226,1,6,0.990625
226,4,5,0.990648
226,1,2,0.990668
226,1,5,0.99067
227,2,0,0.990683
228,2,0,0.990735
228,0,6,0.990768
228,3,2,0.990789
229,4,1,0.990804
229,2,0,0.990804
229,0,5,0.990817
229,4,2,0.990818
230,1,0,0.990832
230,0,5,0.990844
230,2,0,0.990852
231,0,5,0.990858
231,1,5,0.990862
231,3,5,0.990876
231,0,6,0.990876
231,1,4,0.990897
232,3,2,0.990903
232,1,1,0.990919
232,2,0,0.990942
232,4,5,0.990949
232,1,0,0.990953
233,3,3,0.990998
233,2,4,0.991007
233,3,4,0.991007
233,1,6,0.991046
234,4,3,0.991046
234,1,6,0.991074
235,0,5,0.991139
235,1,4,0.99115
235,4,6,0.991227
235,4,1,0.991233
235,1,3,0.991264
236,1,0,0.991278
236,0,6,0.991299
236,4,3,0.991323
236,1,5,0.991335
237,3,4,0.991335
237,0,3,0.991362
237,2,3,0.991418
237,4,2,0.991459
237,2,2,0.991481
237,2,6,0.991513
237,3,3,0.991528
238,2,5,0.991528
238,3,0,0.991549
238,2,4,0.991576
238,3,2,0.991587
238,0,2,0.991587
238,4,2,0.991599
238,4,6,0.991599
239,0,5,0.991692
239,4,5,0.991801
239,4,4,0.991812
239,3,3,0.991839
239,0,4,0.991869
240,2,2,0.991869
240,0,5,0.991883
240,2,5,0.991931
241,0,6,0.991937
241,4,4,0.991937
241,1,4,0.991978
241,1,5,0.991984
241,2,3,0.992026
241,4,0,0.992042
241,3,2,0.992201
242,0,4,0.992234
242,2,4,0.992298
242,1,4,0.992317
242,3,6,0.992335
242,3,0,0.99235
243,2,3,0.992408
243,4,6,0.992428
243,3,2,0.992443
243,2,1,0.992495
243,4,5,0.992495
244,3,0,0.992495
244,0,0,0.992517
244,1,6,0.992543
244,4,6,0.992561
244,2,3,0.992587
245,2,2,0.992592
245,1,0,0.992595
245,3,6,0.992603
246,1,6,0.992648
246,4,0,0.992657
247,3,4,0.99269
247,4,1,0.992703
247,4,5,0.992705
247,3,2,0.992725
248,0,2,0.992843
248,1,5,0.992845
248,1,1,0.992896
248,1,6,0.992945
249,1,3,0.993003
249,0,3,0.993034
249,0,5,0.993077
249,4,3,0.99311
250,0,6,0.993124
250,1,5,0.993129
250,4,0,0.993186
250,2,0,0.993249
251,2,2,0.993395
251,4,1,0.993411
251,2,0,0.99354
251,2,6,0.99355
251,3,5,0.99355
252,0,4,0.993613
252,1,1,0.99364
252,2,0,0.993658
252,1,4,0.993686
253,2,6,0.9937
253,1,0,0.993718
253,0,3,0.993723
254,2,1,0.993728
254,1,2,0.993735
254,3,4,0.993751
254,1,0,0.993781
255,0,0,0.993793
255,0,5,0.993804
255,0,1,0.993868
255,2,6,0.993946
255,4,4,0.993969
256,0,4,0.993969
256,3,1,0.993985
256,4,0,0.994007
256,0,1,0.994007
256,0,0,0.994007
256,2,2,0.994032
256,3,2,0.99404
257,4,2,0.994093
257,1,5,0.994118
257,2,4,0.994118
258,3,2,0.994157
258,2,5,0.994158
258,0,6,0.994184
258,4,0,0.994205
258,4,1,0.994219
259,0,4,0.994219
259,0,1,0.994281
259,2,3,0.994328
259,4,3,0.994531
259,2,6,0.994532
259,0,0,0.99458
259,3,6,0.99462
259,3,5,0.994643
260,4,4,0.994646
260,1,5,0.994657
260,3,2,0.994667
260,2,6,0.994673
260,4,1,0.994677
260,0,1,0.994681
261,1,5,0.994692
261,1,1,0.994696
262,4,0,0.99472
262,3,2,0.994734
262,2,1,0.99476
262,2,4,0.994771
262,3,1,0.994894
263,0,0,0.994903
263,4,2,0.994903
263,1,1,0.994908
263,3,3,0.994965
263,1,3,0.994978
264,0,4,0.994989
264,0,6,0.994993
264,1,4,0.995028
264,0,0,0.995123
265,0,1,0.995124
265,0,0,0.995171
265,0,2,0.995182
265,1,0,0.99519
265,4,0,0.995219
266,2,1,0.995244
266,1,2,0.995261
266,4,1,0.995263
266,2,6,0.995386
266,1,3,0.995393
267,2,2,0.995416
267,0,1,0.995452
267,4,5,0.99556
267,4,6,0.995583
267,3,4,0.995604
268,1,6,0.995664
268,1,4,0.995714
268,3,3,0.995718
268,3,0,0.995718
269,0,6,0.995777
269,4,1,0.995872
269,4,4,0.995872
269,0,0,0.995887
269,1,5,0.995908
269,1,0,0.995908
269,0,1,0.995917
270,4,0,0.995919
270,0,1,0.995939
270,0,5,0.995962
270,1,0,0.995975
270,0,2,0.996006
271,0,1,0.996015
271,3,1,0.996032
271,1,5,0.996066
271,0,3,0.996185
271,0,2,0.996193
271,3,0,0.996229
272,4,1,0.996229
272,3,6,0.996272
272,1,1,0.996354
272,1,3,0.996366
273,3,3,0.996366
273,2,3,0.996408
273,1,0,0.996437
274,4,5,0.996437
274,4,6,0.996453
274,0,6,0.996453
275,3,2,0.996475
275,4,4,0.996563
275,0,4,0.996602
276,1,6,0.996607
276,1,0,0.996647
276,4,1,0.996668
276,2,1,0.996668
276,4,4,0.99671
276,2,4,0.99681
277,4,2,0.996848
277,3,3,0.996848
277,0,5,0.996864
278,0,2,0.996877
278,0,4,0.996877
279,2,0,0.996878
279,0,0,0.996878
279,2,5,0.996878
279,3,4,0.996896
279,4,1,0.996897
279,3,5,0.996906
279,0,3,0.996917
280,2,5,0.996917
280,3,2,0.99692
280,1,3,0.996933
280,4,4,0.996933
281,4,1,0.996933
281,1,3,0.996944
281,3,2,0.996958
281,2,5,0.996958
281,1,6,0.99697
282,3,5,0.997002
282,0,1,0.997034
282,2,4,0.997102
282,4,3,0.997102
283,0,6,0.997102
283,0,1,0.99713
284,0,5,0.99715
284,1,5,0.997188
284,3,6,0.997204
284,0,4,0.997211
284,2,2,0.997225
285,3,4,0.997276
285,2,2,0.997286
285,1,4,0.997373
285,4,1,0.997384
286,4,3,0.997404
286,3,4,0.997422
286,0,4,0.997436
288,1,5,0.997467
